TimeSinceStart,PosX,PosY,PosZ,RotX,RotY,RotZ,CurrentSpeed,SteeringAngle,AccPedal,BrakePedal
30.22605,-0.01726596,2.915294,0.443416,0.1799026,358.101,359.9554,0,-35.33538,0,0
30.34605,-0.01717527,2.915216,0.4433519,0.1799,358.1018,359.9554,0,-34.10209,0,0
30.46605,-0.01717597,2.915216,0.443352,0.1799093,358.1017,359.9554,0,-33.1644,0,0
30.58605,-0.01713593,2.915181,0.4433055,0.1799087,358.1028,359.9554,0,-32.13171,0,0
30.70605,-0.01708882,2.91513,0.4436716,0.1799036,358.1027,359.9554,0.042,-31.52894,0.07,0
30.82605,-0.01707386,2.91513,0.4482923,0.1799044,358.1046,359.9554,0.142,-31.16867,0.15,0
30.94605,-0.01703259,2.91513,0.4613139,0.1799064,358.1098,359.9554,0.322,-30.77493,0.15,0
31.06605,-0.0169587,2.91513,0.4850165,0.1799022,358.1188,359.9554,0.494,-29.44125,0.14,0
31.18605,-0.01684988,2.91513,0.5188602,0.1799061,358.1312,359.9554,0.662,-28.30999,0.14,0
31.30605,-0.01670237,2.91513,0.5627848,0.1798979,358.1468,359.9554,0.83,-26.53576,0.14,0
31.42605,-0.01652054,2.91513,0.6169898,0.1799058,358.164,359.9554,1.008,-24.74275,0.15,0
31.54605,-0.01632062,2.915129,0.6822754,0.1799037,358.1767,359.9554,1.218,-23.08129,0.2,0
31.66605,-0.01601871,2.91513,0.7613618,0.1799089,358.1993,359.9554,1.462,-22.58578,0.22,0
31.78605,-0.01562473,2.91513,0.8556893,0.1799068,358.2251,359.9554,1.726,-22.30769,0.22,0
31.90605,-0.01511028,2.91513,0.9659177,0.1799046,358.2554,359.9554,1.996,-21.91218,0.23,0
32.02605,-0.01444686,2.91513,1.092587,0.1799029,358.2905,359.9554,2.272,-21.27703,0.23,0
32.14605,-0.01360256,2.91513,1.237616,0.1799059,358.3297,359.9554,2.62,-21.00547,0.29,0
32.26605,-0.01254379,2.91513,1.403885,0.1799037,358.3712,359.9554,2.992,-19.19028,0.32,0
32.38605,-0.01122175,2.91513,1.593015,0.1799064,358.4135,359.9554,3.391999,-18.85253,0.4,0
32.50605,-0.009521838,2.91513,1.808544,0.1799072,358.4651,359.9554,3.871999,-18.18211,0.4,0
32.62605,-0.007394604,2.91513,2.053071,0.179907,358.5201,359.9554,4.361998,-17.51588,0.41,0
32.74605,-0.004743732,2.91513,2.327217,0.1799127,358.5806,359.9554,4.877997,-17.0458,0.47,0
32.86605,-0.00136712,2.915046,2.633947,0.1921158,358.6636,359.9485,5.441996,-18.9394,0.47,0
32.98605,0.002838496,2.91513,2.97642,0.1799066,358.7387,359.9554,6.077996,-19.783,0.53,0
33.10605,0.008557159,2.91513,3.357239,0.1799006,358.8738,359.9554,6.737995,-28.75348,0.57,0
33.22605,0.01626412,2.91513,3.778605,0.1799033,359.0556,359.9554,7.431994,-36.98974,0.62,0
33.34605,0.02685762,2.915216,4.243122,0.1715706,359.2985,359.9763,8.175994,-39.93446,0.62,0
33.46605,0.04078653,2.91513,4.752378,0.1799091,359.5856,359.9554,8.935994,-45.52743,0.64,0
33.58605,0.05987649,2.91513,5.307533,0.1799022,359.9815,359.9554,9.709995,-58.69381,0.67,0
33.70605,0.08544302,2.915199,5.909866,0.1703389,0.4396468,359.964,10.51399,-65.02467,0.67,0
33.82605,0.1199487,2.91513,6.560254,0.179912,1.053809,359.9554,11.32799,-70.47033,0.68,0
33.94605,0.1636399,2.91513,7.259268,0.1798995,1.623037,359.9554,12.16799,-60.51026,0.74,0
34.06605,0.2172922,2.91513,8.009799,0.1799042,2.157739,359.9554,13.05599,-50.79222,0.74,0
34.18605,0.281222,2.91513,8.814473,0.179907,2.644933,359.9554,14.00399,-46.97672,0.79,0
34.30605,0.3548531,2.915127,9.67549,0.1799049,2.986638,359.9554,14.96399,-27.85057,0.81,0
34.42605,0.4363575,2.915107,10.5941,0.175846,3.128335,359.9447,15.93599,-6.676703,0.81,0
34.54605,0.5236586,2.915057,11.57058,0.1799126,3.193824,359.9554,16.90799,4.355358,0.81,0
34.66605,0.6097817,2.915111,12.60429,0.2049455,2.87929,359.9699,17.87999,32.72349,0.81,0
34.78605,0.6868598,2.914888,13.69964,0.1799086,1.933343,359.9554,18.852,73.15029,0.81,0
34.90605,0.7445678,2.914881,14.85325,0.1799055,0.7255641,359.9554,19.824,89.40996,0.81,0
35.02605,0.7677616,2.91488,16.06618,0.1799071,358.7766,359.9554,20.79601,123.2553,0.81,0
35.14605,0.749181,2.914855,17.33749,0.1799051,356.8291,359.9554,21.76801,116.2876,0.81,0
35.26605,0.6862156,2.914763,18.66574,0.1799116,354.9719,359.9554,22.74001,100.2111,0.81,0
35.38605,0.5805088,2.914762,20.04989,0.1799052,353.2982,359.9554,23.71202,80.98238,0.81,0
35.50605,0.4497249,2.914691,21.49077,0.1799052,352.7766,359.9554,24.68402,29.58798,0.81,0
35.62605,0.3077821,2.914673,22.98939,0.1799091,352.794,359.9554,25.65602,-11.14804,0.81,0
35.74605,0.1698658,2.914673,24.54709,0.1799033,353.242,359.9554,26.62803,-35.17155,0.81,0
35.86605,0.05561376,2.914673,26.16538,0.1799019,354.4409,359.9554,27.60003,-56.88281,0.81,0
35.98605,-0.02190257,2.914673,27.84432,0.17991,356.03,359.9554,28.57204,-78.93224,0.81,0
36.10605,-0.0468392,2.914673,29.58328,0.1799079,357.9931,359.9554,29.54404,-99.10571,0.81,0
36.22605,0.007045496,2.914673,31.38011,0.1799048,0.7593241,359.9554,30.51604,-118.5369,0.81,0
36.34605,0.1466786,2.914673,33.23075,0.1799045,3.194809,359.9554,31.48805,-95.4551,0.81,0
36.46605,0.3637663,2.914673,35.13253,0.1799047,5.295019,359.9554,32.46005,-76.65916,0.81,0
36.58605,0.6489734,2.914673,37.08416,0.1799103,7.055743,359.9554,33.43204,-57.4688,0.81,0
36.70605,0.9686901,2.914673,39.08911,0.1799075,7.235898,359.9554,34.40403,-8.415363,0.81,0
36.82605,1.292334,2.914673,41.15219,0.1799042,6.559999,359.9554,35.37603,45.82882,0.81,0
36.94605,1.571556,2.914673,43.28059,0.1799072,4.992361,359.9554,36.36003,56.50943,0.82,0
37.06605,1.765302,2.914673,45.47699,0.1799073,1.798918,359.9554,37.34404,119.7545,0.82,0
37.18605,1.821437,2.914673,47.73997,0.1799108,357.8825,359.9554,38.32805,152.5078,0.82,0
37.30605,1.674192,2.914673,50.05677,0.1799096,352.2735,359.9554,39.30005,184.4389,0.81,0
37.42605,1.298252,2.914536,52.40674,0.1799037,347.0206,359.9554,40.26804,163.8323,0.8,0
37.54605,0.7114094,2.914368,54.77321,0.1799102,342.7711,359.9554,41.22804,105.0975,0.8,0
37.66605,-0.01204798,2.914343,57.15902,0.1799082,340.2016,359.9554,42.04405,67.48056,0.68,0
37.78605,-0.8040977,2.914227,59.57441,0.1799095,339.7897,359.9554,42.80406,14.23878,0.61,0
37.90605,-1.601628,2.914156,62.03507,0.1799067,340.8217,359.9554,43.45206,-46.63242,0.19,0
38.02605,-2.328953,2.914132,64.54512,0.179908,343.1532,359.9554,43.68005,-99.58089,0.19,0
38.14605,-2.870064,2.914098,67.10176,0.1798986,348.2905,359.9554,43.21806,-150.2914,0,0
38.26605,-3.133653,2.914078,69.66641,0.1799058,355.673,359.9554,42.61807,-242.1847,0,0
38.38605,-3.020086,2.914084,72.20623,0.1799109,4.240592,359.9554,42.01808,-262.4826,0,0
38.50605,-2.518342,2.914079,74.66177,0.1799131,13.38249,359.9554,41.41809,-274.8076,0,0
38.62605,-1.661751,2.914079,76.97921,0.1799113,21.37835,359.9554,40.8181,-225.6634,0,0
38.74605,-0.5421445,2.914088,79.14124,0.1799071,28.25135,359.9554,40.21811,-195.0846,0,0
38.86605,0.734681,2.914324,81.1721,0.1563855,31.5979,0.004059782,39.61811,-110.8047,0,0
38.98605,2.092555,2.914086,83.10519,0.1799007,33.44524,359.9554,39.01812,-8.257107,0,0
39.10605,3.415738,2.914095,85.01784,0.1799097,32.36237,359.9554,38.41813,35.3226,0,0
39.22605,4.647273,2.914098,86.9468,0.1799051,28.93697,359.9554,37.81814,144.3391,0,0
39.34605,5.703417,2.914112,88.93576,0.1799092,24.02931,359.9554,37.21815,189.6787,0,0
39.46605,6.526899,2.914112,90.992,0.1799063,17.38814,359.9554,36.61816,227.1091,0,0
39.58605,7.083816,2.914111,93.09778,0.179906,9.727098,359.9554,36.01817,289.364,0,0
39.70605,7.316205,2.914103,95.22682,0.1799029,1.076403,359.9554,35.41818,304.3694,0,0
39.82605,7.220016,2.914106,97.3302,0.1799052,352.1599,359.9554,34.81819,315.1698,0,0
39.94605,6.813284,2.914127,99.35989,0.1799064,343.7638,359.9554,34.2182,294.9261,0,0
40.06605,6.139453,2.914124,101.2794,0.1799038,335.878,359.9554,33.61821,290.7742,0,0
40.18605,5.246601,2.91412,103.0683,0.1799075,329.2987,359.9554,33.01822,243.0749,0,0
40.30605,4.193693,2.91412,104.7263,0.1799042,324.0691,359.9554,32.41822,178.0324,0,0
40.42605,3.060595,2.91412,106.2472,0.1799022,319.9944,359.9554,30.21823,151.1625,0,0.32
40.54605,1.948536,2.91412,107.5965,0.179904,317.9335,359.9554,27.51823,93.09283,0,0.41
40.66605,0.9134514,2.91412,108.7827,0.1799116,316.8926,359.9554,24.45823,22.89931,0,0.41
40.78605,-0.002190143,2.91412,109.8258,0.1799076,316.913,359.9554,21.24822,-21.08371,0,0.44
40.90605,-0.7781262,2.91412,110.7331,0.179905,317.7498,359.9554,17.97821,-53.72411,0,0.45
41.02605,-1.403539,2.914105,111.5091,0.1799035,319.6032,359.9554,14.69821,-157.6476,0,0.43
41.14605,-1.882226,2.914097,112.1539,0.1799042,321.736,359.9554,11.51821,-252.2477,0,0.43
41.26605,-2.222552,2.914098,112.6649,0.179905,324.1202,359.9554,8.488202,-291.3138,0,0.38
41.38605,-2.449385,2.914098,113.0397,0.1799058,326.1066,359.9554,5.608202,-345.05,0,0.38
41.50605,-2.584374,2.914098,113.2799,0.179909,327.4352,359.9554,3.148202,-380.1237,0,0.31
41.62605,-2.643924,2.914095,113.3926,0.1799072,328.1648,359.9554,0.6482027,-415.0669,0,0.33
41.74605,-2.646939,2.914093,113.3985,0.1799075,328.2023,359.9554,0,-470.656,0,0.33
41.86605,-2.646939,2.914093,113.3985,0.1799028,328.2023,359.9554,0,-494.5195,0,0.17
41.98605,-2.646943,2.914093,113.3985,0.179905,328.2013,359.9554,0,-506.9903,0,0.17
42.10605,-2.646946,2.914093,113.3985,0.1799053,328.2005,359.9554,0,-507.4666,0,0
42.22605,-2.647191,2.914093,113.3989,0.1799021,328.2039,359.9554,0.05400001,-506.7181,0.09,0
42.34605,-2.649875,2.914093,113.4043,0.179906,328.2458,359.9554,0.162,-496.609,0.09,0
42.46605,-2.656119,2.914139,113.416,0.173738,328.307,359.947,0.326,-485.7588,0.16,0
42.58605,-2.666847,2.914093,113.438,0.1799062,328.5031,359.9554,0.5180001,-481.0291,0.16,0
42.70605,-2.68382,2.914093,113.472,0.1799031,328.7579,359.9554,0.81,-476.2148,0.26,0
42.82605,-2.708793,2.914093,113.5228,0.1799082,329.1412,359.9554,1.122,-482.6539,0.26,0
42.94605,-2.742798,2.914093,113.5934,0.1799129,329.6771,359.9554,1.554,-483.9764,0.36,0
43.06605,-2.787078,2.914093,113.6879,0.1799073,330.3911,359.9554,1.99,-483.6362,0.38,0
43.18605,-2.841098,2.914093,113.8075,0.1799102,331.2895,359.9554,2.446,-483.7925,0.38,0
43.30605,-2.903874,2.914093,113.9531,0.1799034,332.3777,359.9554,2.894,-484.5758,0.37,0
43.42605,-2.973672,2.913976,114.1248,0.2049897,333.6656,359.9511,3.337999,-488.9617,0.37,0
43.54605,-3.04864,2.914093,114.3226,0.1799026,335.1311,359.9554,3.757999,-490.8617,0.35,0
43.66605,-3.126474,2.914093,114.5463,0.1799089,336.7872,359.9554,4.189999,-492.5354,0.38,0
43.78605,-3.205541,2.914093,114.7978,0.1799027,338.6299,359.9554,4.646,-492.7549,0.38,0
43.90605,-3.283441,2.914071,115.0783,0.1817725,340.6684,359.9526,5.102002,-492.9927,0.38,0
44.02605,-3.357204,2.914093,115.3883,0.179904,342.9043,359.9554,5.558003,-494.0781,0.38,0
44.14605,-3.423619,2.914093,115.7278,0.1799082,345.3367,359.9554,6.014004,-494.2961,0.38,0
44.26605,-3.479164,2.914093,116.0971,0.1799044,347.9619,359.9554,6.470006,-494.2047,0.38,0
44.38605,-3.520011,2.914093,116.4959,0.1799103,350.7798,359.9554,6.926007,-493.49,0.38,0
44.50605,-3.542352,2.914093,116.9237,0.1799037,353.7618,359.9554,7.382008,-490.5898,0.38,0
44.62605,-3.541961,2.914093,117.3794,0.1799042,356.9105,359.9554,7.838009,-481.2192,0.38,0
44.74606,-3.515885,2.914093,117.8624,0.1799083,0.1193066,359.9554,8.324009,-471.2381,0.41,0
44.86605,-3.460256,2.914093,118.3725,0.1799052,3.370922,359.9554,8.816008,-441.6422,0.41,0
44.98605,-3.372342,2.914093,118.908,0.1799054,6.653748,359.9554,9.308006,-435.706,0.41,0
45.10606,-3.251991,2.914093,119.4672,0.1799073,9.631398,359.9554,9.800005,-374.259,0.41,0
45.22605,-3.096899,2.914093,120.0483,0.1799086,12.53874,359.9554,10.292,-331.3568,0.41,0
45.34605,-2.91102,2.914093,120.651,0.1799087,14.94588,359.9554,10.784,-288.4236,0.41,0
45.46605,-2.695451,2.914093,121.2748,0.1799119,16.83035,359.9554,11.276,-171.5457,0.41,0
45.58605,-2.458128,2.914093,121.922,0.1799033,18.14977,359.9554,11.768,-148.1182,0.41,0
45.70605,-2.205225,2.914092,122.5945,0.1799044,18.60477,359.9554,12.26,-35.30773,0.41,0
45.82605,-1.941731,2.91409,123.2945,0.1799063,18.62748,359.9554,12.752,26.09122,0.41,0
45.94605,-1.675613,2.914079,124.024,0.1799009,18.11665,359.9554,13.214,50.50889,0.38,0
46.06606,-1.41429,2.914078,124.7842,0.1799159,16.82079,359.9554,13.67,170.594,0.38,0
46.18605,-1.175112,2.914078,125.5801,0.1799083,14.70086,359.9554,14.126,194.7684,0.38,0
46.30605,-0.9711273,2.914076,126.4136,0.1799078,11.538,359.9554,14.578,288.5417,0.37,0
46.42606,-0.8142623,2.914072,127.2844,0.1799097,7.926736,359.9554,15.022,326.2124,0.37,0
46.54605,-0.7222928,2.914071,128.1904,0.1799089,3.436391,359.9554,15.42601,361.8507,0.32,0
46.66605,-0.7008345,2.914059,129.1241,0.17991,358.9341,359.9554,15.81001,347.4562,0.32,0
46.78564,-0.7509941,2.91405,130.0796,0.1799065,354.5467,359.9554,16.18274,340.8354,0.31,0
46.90564,-0.8694044,2.914033,131.0516,0.1799028,350.748,359.9554,16.55474,272.7214,0.31,0
47.02564,-1.049417,2.913998,132.0368,0.17991,347.2202,359.9554,16.92674,236.9902,0.31,0
47.14565,-1.264997,2.913978,133.0383,0.1799103,345.7002,359.9554,17.31474,118.3686,0.35,0
47.26564,-1.513123,2.913973,134.0574,0.1799062,344.1434,359.9554,17.73474,114.7519,0.35,0
47.38564,-1.773075,2.913973,135.0999,0.1799049,344.2321,359.9554,18.13074,-23.6055,0.31,0
47.50565,-2.025859,2.913971,136.1678,0.1799044,345.1033,359.9554,18.50274,54.33141,0.31,0
47.62564,-2.229093,2.913961,137.2695,0.1799032,348.2174,359.9554,18.87474,145.3281,0.31,0
47.74564,-2.366946,2.913961,138.4041,0.1799102,352.2091,359.9554,19.24674,44.09831,0.31,0
47.86565,-2.393875,2.913952,139.5691,0.1799075,357.9229,359.9554,19.59875,-0.8935862,0.29,0
47.98564,-2.291493,2.91395,140.7511,0.1799073,4.701156,359.9554,19.94675,-86.13886,0.29,0
48.10564,-2.024432,2.913949,141.9289,0.1799026,12.56866,359.9554,20.29475,-103.1955,0.29,0
48.22564,-1.607223,2.913937,143.0842,0.1799079,19.18689,359.9554,20.64076,-6.615116,0.28,0
48.34564,-1.064835,2.913947,144.2086,0.1799103,25.21736,359.9554,20.97676,2.944108,0.28,0
48.46564,-0.4326984,2.913969,145.3078,0.1799045,28.52835,359.9554,21.31275,-159.021,0.28,0
48.58564,0.2607461,2.913969,146.3932,0.1799019,31.32508,359.9554,21.64875,-137.3841,0.28,0
48.7056,0.98069,2.913967,147.4845,0.1799035,31.54186,359.9554,21.98463,-16.6441,0.28,0
48.82462,1.715901,2.913967,148.5898,0.1799089,31.761,359.9554,22.3179,18.78427,0.28,0
48.94409,2.422351,2.913967,149.7359,0.179911,29.02356,359.9554,22.6226,153.4265,0.23,0
49.06409,3.077741,2.913967,150.9311,0.1799037,25.78171,359.9554,22.89859,225.6124,0.23,0
49.18408,3.630359,2.913967,152.1941,0.1799082,20.24761,359.9554,23.15059,298.756,0.2,0
49.30408,4.057327,2.913967,153.5199,0.1799107,14.09957,359.9554,23.39059,356.0054,0.2,0
49.42409,4.318056,2.914192,154.9013,0.1646041,6.79543,359.9824,23.57059,380.2127,0.14,0
49.54408,4.399834,2.913967,156.3146,0.1799061,359.3474,359.9554,23.73859,388.2621,0.14,0
49.6619,4.29242,2.913967,157.7363,0.1799091,351.6465,359.9554,23.90353,396.3906,0.14,0
49.78143,4.00135,2.913971,159.1424,0.1799108,344.5673,359.9554,24.07087,346.6488,0.14,0
49.90068,3.548865,2.913988,160.5163,0.1799018,338.0476,359.9554,24.24976,336.3887,0.15,0
50.02007,2.951237,2.914004,161.8459,0.1799054,332.6352,359.9554,24.42684,243.0601,0.14,0
50.13979,2.249949,2.914015,163.1359,0.1799092,328.327,359.9554,24.59444,224.2395,0.14,0
50.25948,1.462589,2.914015,164.388,0.1799084,325.4649,359.9554,24.76203,98.81508,0.14,0
50.37941,0.6381651,2.914011,165.6285,0.1799015,324.0685,359.9554,24.92992,73.25822,0.14,0
50.49941,-0.1983421,2.913985,166.8739,0.1799049,324.7162,359.9554,25.09792,-71.87965,0.14,0
50.61942,-1.002543,2.913991,168.1526,0.1799093,326.4002,359.9554,25.26592,-86.16707,0.14,0
50.73941,-1.739227,2.913991,169.4819,0.1799092,330.4772,359.9554,25.17792,-221.4647,0,0
50.85905,-2.357973,2.913991,170.8448,0.1799085,334.9466,359.9554,24.57792,-245.736,0,0
50.97848,-2.825356,2.913991,172.2293,0.1799094,341.1829,359.9554,23.97791,-317.826,0,0
51.09674,-3.133964,2.914104,173.6207,0.1616946,347.2406,359.9693,23.37791,-320.0657,0,0
51.21539,-3.271983,2.913991,175.0031,0.179912,354.4093,359.9554,22.77791,-392.9926,0,0
51.33469,-3.234176,2.913991,176.3175,0.1799058,1.447087,359.9554,20.62702,-386.016,0,0.26
51.45335,-3.067526,2.913985,177.4917,0.1799078,7.417486,359.9554,18.48451,-374.4894,0,0.26
51.57186,-2.816756,2.913984,178.5147,0.1799081,12.71418,359.9554,16.14674,-374.2042,0,0.3
51.69003,-2.537755,2.913958,179.382,0.1799084,16.15902,359.9554,13.77414,-274.4947,0,0.3
51.80775,-2.256911,2.913897,180.1221,0.1799053,18.92257,359.9554,12.58099,-240.1331,0,0.06
51.92387,-1.983553,2.913882,180.8005,0.1799083,20.00255,359.9554,11.63264,-121.1176,0,0.06
52.03983,-1.72031,2.913871,181.4216,0.1799002,20.97878,359.9554,10.68473,-93.99615,0,0.06
52.15533,-1.480291,2.913867,181.9906,0.1799099,20.95773,359.9554,9.73824,-0.5811958,0,0.06
52.27139,-1.259193,2.913867,182.5152,0.1799044,20.93848,359.9554,9.138238,17.0415,0,0
52.38755,-1.058018,2.913866,183.0089,0.1799053,20.38381,359.9554,8.538236,80.42424,0,0
52.50523,-0.875212,2.913866,183.4712,0.1799092,19.80383,359.9554,7.938234,114.5765,0,0
52.62257,-0.7138281,2.913867,183.9031,0.1799032,18.9071,359.9554,7.338234,151.3238,0,0
52.73882,-0.5712943,2.913867,184.3035,0.1799054,18.04802,359.9554,6.738235,177.8183,0,0
52.85371,-0.4472287,2.913867,184.6772,0.1799117,17.009,359.9554,6.600354,208.1167,0.28,0
52.96905,-0.3269167,2.913867,185.0627,0.1799061,15.95283,359.9554,6.923294,217.2398,0.28,0
53.08279,-0.211108,2.913866,185.4693,0.1799048,14.60196,359.9554,7.218988,251.8595,0.24,0
53.19928,-0.1009201,2.913867,185.8951,0.1799039,13.18399,359.9554,7.498567,255.1453,0.24,0
53.31475,0.001568802,2.913867,186.3398,0.1799015,11.65078,359.9554,7.748516,263.5915,0.17,0
53.42963,0.09453662,2.913867,186.8,0.1799057,10.0694,359.9554,7.943818,264.7769,0.17,0
53.54475,0.1764723,2.913866,187.2742,0.1799064,8.433878,359.9554,8.13951,268.8473,0.17,0
53.65899,0.2463567,2.913866,187.762,0.1799005,6.757687,359.9554,8.333722,267.3294,0.17,0
53.77448,0.3038277,2.913866,188.2633,0.1799129,5.107255,359.9554,8.541648,259.9706,0.19,0
53.88688,0.3477624,2.913867,188.7789,0.1799024,3.415563,359.9554,8.755214,259.7051,0.19,0
54.00101,0.3781475,2.913867,189.3084,0.1799012,1.787612,359.9554,8.987242,242.2836,0.27,0
54.11426,0.3944443,2.913867,189.8546,0.1799101,0.1623247,359.9554,9.293008,240.2434,0.27,0
54.22878,0.3968275,2.913867,190.4195,0.1799072,358.6653,359.9554,9.602207,202.2021,0.27,0
54.34472,0.3852497,2.913866,191.003,0.1799112,357.2029,359.9554,9.915248,197.6872,0.27,0
54.46092,0.3597155,2.913866,191.6049,0.1799084,355.9027,359.9554,10.229,154.9821,0.27,0
54.57767,0.322214,2.913867,192.225,0.1799056,354.7715,359.9554,10.54424,145.3955,0.27,0
54.69414,0.2724742,2.913867,192.8633,0.1799019,353.8079,359.9554,10.85867,91.55682,0.27,0
54.81039,0.2167256,2.913867,193.5186,0.1799082,353.2743,359.9554,11.09521,66.28986,0.19,0
54.92844,0.1548557,2.913867,194.187,0.1799042,352.8864,359.9554,11.31949,24.42388,0.19,0
55.04596,0.09221071,2.913866,194.8685,0.1799061,352.84,359.9554,11.52319,5.812027,0.17,0
55.16304,0.02863617,2.913867,195.5619,0.1799049,352.8771,359.9554,11.72223,-14.28204,0.17,0
55.27891,-0.03307819,2.913867,196.2677,0.1799091,353.0834,359.9554,11.92892,-23.19064,0.18,0
55.39555,-0.09223655,2.913867,196.9864,0.1799038,353.4133,359.9554,12.13886,-50.02102,0.18,0
55.50984,-0.1446541,2.913867,197.7184,0.1799083,353.9847,359.9554,12.35978,-62.58523,0.2,0
55.62571,-0.1901152,2.913867,198.4645,0.1799101,354.6188,359.9554,12.59151,-75.08249,0.2,0
55.74217,-0.2259795,2.913867,199.2257,0.1799052,355.3954,359.9554,12.84391,-80.76851,0.22,0
55.85789,-0.2519497,2.913867,200.0025,0.1799078,356.1975,359.9554,13.09849,-86.05279,0.22,0
55.97501,-0.265891,2.913867,200.795,0.1799027,357.1086,359.9554,13.35615,-91.94254,0.22,0
56.09121,-0.2671418,2.913864,201.6031,0.179907,358.0291,359.9554,13.6118,-88.26397,0.22,0
56.20538,-0.2564016,2.91386,202.4263,0.1799037,358.8771,359.9554,13.86298,-83.92852,0.22,0
56.31805,-0.2342403,2.91386,203.2643,0.1799065,359.603,359.9554,14.11086,-58.30409,0.22,0
56.43166,-0.2053915,2.913846,204.1168,0.1799063,0.06245496,359.9554,14.36078,-45.24046,0.22,0
56.546,-0.1701364,2.91383,204.9841,0.1799031,0.3962035,359.9554,14.61234,-17.65488,0.22,0
56.6581,-0.1340298,2.91383,205.8663,0.1799069,0.4387103,359.9554,14.85895,-4.362392,0.22,0
56.77198,-0.09663615,2.91383,206.7634,0.1799078,0.482248,359.9554,15.10949,-4.006008,0.22,0
56.88545,-0.06118846,2.913828,207.6755,0.1799039,0.2751379,359.9554,15.36096,21.4115,0.23,0
57.00041,-0.02963771,2.913741,208.6032,0.1799062,0.01521975,359.9554,15.62536,22.97089,0.23,0
57.11179,-0.002476308,2.913726,209.5466,0.179906,359.6938,359.9554,15.88152,29.75189,0.23,0
57.22096,0.01927864,2.913692,210.5055,0.1799063,359.3493,359.9554,16.13262,30.57947,0.23,0
57.33175,0.03534739,2.913718,211.4797,0.1799105,358.9864,359.9554,16.38744,31.8722,0.23,0
57.44447,0.04510066,2.913713,212.4692,0.1799022,358.6017,359.9554,16.64671,32.19233,0.23,0
57.55269,0.04876152,2.913716,213.4741,0.1799033,358.2573,359.9554,16.89561,27.57159,0.23,0
57.66228,0.04703455,2.91372,214.4941,0.1798986,357.9445,359.9554,17.14765,26.33356,0.23,0
57.77233,0.04013345,2.913719,215.5291,0.1799013,357.6893,359.9554,17.40078,15.9399,0.23,0
57.88232,0.03082243,2.913713,216.5794,0.1799041,357.5605,359.9554,17.65374,10.56005,0.23,0
57.99495,0.01894511,2.913712,217.6449,0.1799057,357.4277,359.9554,17.91279,9.443539,0.23,0
58.10522,0.005457174,2.913713,218.726,0.1799089,357.3633,359.9554,18.16641,5.188041,0.23,0
58.21521,-0.009444527,2.913715,219.8222,0.1799032,357.2979,359.9554,18.41939,2.7059,0.23,0
58.32722,-0.02289716,2.913723,220.9337,0.1799067,357.418,359.9554,18.67702,-8.620523,0.23,0
58.43777,-0.03413949,2.913727,222.0607,0.1799068,357.5397,359.9554,18.9313,-9.090196,0.23,0
58.54654,-0.04338628,2.91373,223.2028,0.179903,357.6375,359.9554,19.18145,-6.263815,0.23,0
58.65668,-0.05128669,2.91373,224.36,0.1799117,357.7127,359.9554,19.43478,-5.519714,0.23,0
58.76753,-0.05749208,2.91373,225.5325,0.179908,357.8083,359.9554,19.68975,-7.358777,0.23,0
58.87715,-0.06156069,2.91373,226.7202,0.1799001,357.9147,359.9554,19.94187,-7.594219,0.23,0
58.98643,-0.06354424,2.91373,227.923,0.1799075,358.0112,359.9554,20.19322,-6.190063,0.23,0
59.09652,-0.0638765,2.913745,229.1409,0.1771058,358.0922,359.9563,20.44642,-5.422926,0.23,0
59.20657,-0.06268503,2.91373,230.374,0.1799027,358.1528,359.9554,20.69952,-2.908309,0.23,0
59.31635,-0.06138457,2.913733,231.6224,0.1799018,358.145,359.9554,20.95201,0.3824819,0.23,0
59.4258,-0.06023115,2.913733,232.8858,0.179906,358.1374,359.9554,21.20375,0.6894929,0.23,0
59.53477,-0.05951071,2.913733,234.1642,0.1799076,358.1132,359.9554,21.44345,1.559674,0.2,0
59.64354,-0.05932434,2.913733,235.4563,0.1799072,358.0889,359.9554,21.66097,1.599115,0.2,0
59.75352,-0.06014646,2.913733,236.7615,0.1799028,358.0302,359.9554,21.88094,4.506386,0.2,0
59.86403,-0.06275086,2.913733,238.0793,0.1799026,357.9545,359.9554,22.07986,4.89083,0.18,0
59.97431,-0.0669414,2.913733,239.409,0.1799058,357.8933,359.9554,22.27837,3.574021,0.18,0
60.08015,-0.07237609,2.913733,240.7473,0.1799051,357.8411,359.9554,22.34187,3.404771,0.06,0
60.18464,-0.07895133,2.913733,242.0893,0.1799079,357.7976,359.9554,22.40456,2.472736,0.06,0
60.29091,-0.08621284,2.913733,243.4285,0.1799065,357.7688,359.9554,22.02551,1.919282,0,0
60.39762,-0.09395519,2.913733,244.735,0.1799049,357.7403,359.9554,21.4255,1.900423,0,0
60.50349,-0.1006926,2.913733,246.0055,0.1799083,357.8054,359.9554,20.8255,-5.312154,0,0
60.60499,-0.1053918,2.913733,247.2396,0.1799029,357.8859,359.9554,20.19154,-5.882098,0,0.01
60.70597,-0.1080457,2.913733,248.4348,0.1798994,357.987,359.9554,19.54104,-8.74552,0,0.01
60.80716,-0.1081018,2.913733,249.5901,0.1799102,358.108,359.9554,18.70489,-9.665209,0,0.12
60.90779,-0.105846,2.913733,250.6822,0.1799035,358.2292,359.9554,17.50108,-11.03336,0,0.12
